city,state,country,ngo_shelter_name,shelter_type,address,latitude,longitude,phone,email,capacity,services_offered
Lahaul Spiti,Himachal Pradesh,India,HP Cold Desert Shelter,Desert Shelter,Keylong,32.5667,77.0333,+91-1900-1789012,colddesert@hpshelter.gov.in,50,"Cold Desert Shelter, High Altitude Support"
Keylong,Himachal Pradesh,India,HP High Altitude Shelter,Mountain Shelter,Main Bazaar,32.5667,77.0333,+91-1900-1890123,highaltitude@hpshelter.gov.in,45,"High Altitude Shelter, Mountain Community"
Rampur,Himachal Pradesh,India,HP Trade Hub Shelter,Trade Shelter,National Highway,31.4550,77.6330,+91-1783-1901234,tradehub@hpshelter.gov.in,80,"Trade Hub Shelter, Border Commerce"
Rohru,Himachal Pradesh,India,HP Apple Belt Shelter,Agricultural Shelter,Apple Orchards,31.2056,77.7500,+91-1783-2012345,apple@hpshelter.gov.in,70,"Apple Belt Shelter, Fruit Grower Support"
Theog,Himachal Pradesh,India,HP Potato Belt Shelter,Agricultural Shelter,Potato Fields,31.1167,77.3667,+91-177-2123456,potato@hpshelter.gov.in,65,"Potato Belt Shelter, Vegetable Farming"
Arki,Himachal Pradesh,India,HP Heritage Palace Shelter,Heritage Shelter,Palace Complex,31.1500,76.9667,+91-1795-2234567,palace@hpshelter.gov.in,55,"Heritage Palace Shelter, Royal Tourism"
Sundernagar,Himachal Pradesh,India,HP Lake City Shelter,Lake Shelter,Sukhdev Sagar,31.5300,76.9000,+91-1905-2345678,lake@hpshelter.gov.in,75,"Lake City Shelter, Water Tourism"
Jogindernagar,Himachal Pradesh,India,HP Industrial Town Shelter,Industrial Shelter,Shanan Power House,31.9833,76.7833,+91-1905-2456789,industrialtown@hpshelter.gov.in,60,"Industrial Town Shelter, Power Generation"
Nurpur,Himachal Pradesh,India,HP Heritage Fort Shelter,Heritage Shelter,Fort Complex,32.2833,75.9000,+91-1893-2567890,fort@hpshelter.gov.in,50,"Heritage Fort Shelter, Historical Tourism"
Baijnath,Himachal Pradesh,India,HP Temple Town Shelter,Religious Shelter,Shiva Temple,32.0500,76.6500,+91-1894-2678901,temple@hpshelter.gov.in,85,"Temple Town Shelter, Religious Tourism"
Jwalamukhi,Himachal Pradesh,India,HP Pilgrimage Shelter,Religious Shelter,Devi Temple,31.9000,76.3167,+91-1970-2789012,pilgrimage@hpshelter.gov.in,90,"Pilgrimage Shelter, Religious Services"
Yol,Himachal Pradesh,India,HP Cantonment Shelter,Military Shelter,Military Base,32.1667,76.2000,+91-1895-2890123,yol@hpshelter.gov.in,70,"Cantonment Shelter, Defense Personnel"
Paonta Sahib,Himachal Pradesh,India,HP Industrial Valley Shelter,Industrial Shelter,Industrial Area,30.4397,77.6186,+91-1704-2901234,industrial@hpshelter.gov.in,95,"Industrial Valley Shelter, Manufacturing Hub"
Nalagarh,Himachal Pradesh,India,HP Heritage Industrial Shelter,Heritage Shelter,Fort Road,30.9333,76.7000,+91-1795-3012345,heritageindustrial@hpshelter.gov.in,60,"Heritage Industrial Shelter, Fort Tourism"
Baddi,Himachal Pradesh,India,HP Pharma Hub Shelter,Industrial Shelter,Industrial Estate,30.9580,76.7914,+91-1795-3123456,pharma@hpshelter.gov.in,120,"Pharma Hub Shelter, Pharmaceutical Industry"
Parwanoo,Himachal Pradesh,India,HP Industrial Township Shelter,Industrial Shelter,Industrial Area,30.8472,76.9725,+91-1792-3234567,township@hpshelter.gov.in,100,"Industrial Township Shelter, Cable Car Tourism"
Kala Amb,Himachal Pradesh,India,HP Border Industrial Shelter,Industrial Shelter,Haryana Border,30.6667,city,state,country,ngo_shelter_name,shelter_type,address,latitude,longitude,phone,email,capacity,services_offered
Mumbai,Maharashtra,India,Apnalaya Shelter Home,Homeless Shelter,Shivaji Nagar Govandi,19.0543,72.9230,+91-22-25566708,info@apnalaya.org,150,"Food, Medical Aid, Counseling, Job Training"
Delhi,Delhi,India,Aashray Adhikar Abhiyan Shelter,Night Shelter,Yamuna Pushta Road,28.6705,77.2311,+91-11-23378451,contact@aashrayadhikar.org,200,"Accommodation, Food, Basic Healthcare"
Bangalore,Karnataka,India,Samarthanam Trust Shelter,Disabled Shelter,JP Nagar 7th Phase,12.9081,77.5831,+91-80-26608234,info@samarthanam.org,80,"Rehabilitation, Education, Skill Development"
Chennai,Tamil Nadu,India,Corporation Homeless Shelter,Government Shelter,Egmore Station Road,13.0827,80.2707,+91-44-28190456,shelter@chennaicorp.gov.in,180,"Night Stay, Food, Medical Checkup"
Hyderabad,Telangana,India,Helping Hand Foundation,Multi-purpose Shelter,Secunderabad Colony,17.4065,78.4772,+91-40-27893245,help@helpinghand.org,120,"Emergency Shelter, Counseling, Legal Aid"
Kolkata,West Bengal,India,Missionaries of Charity Shelter,Religious Shelter,Park Circus Area,22.5726,88.3639,+91-33-22875432,shelter@missionariesofcharity.org,250,"Food, Clothing, Medical Care, Spiritual Support"
Pune,Maharashtra,India,Snehalaya Rehabilitation Center,Women Shelter,Ahmednagar Road,18.5679,73.9143,+91-20-24372624,contact@snehalaya.org,90,"Women Protection, Child Care, Rehabilitation"
Ahmedabad,Gujarat,India,Manav Sadhna Shelter,Community Shelter,Sabarmati Ashram Area,23.0225,72.5714,+91-79-27540564,info@manavsadhna.org,160,"Community Kitchen, Education, Healthcare"
Jaipur,Rajasthan,India,Rajasthan Samaj Kalyan Board Shelter,Government Shelter,Civil Lines Area,26.9124,75.7873,+91-141-2743589,shelter@rajasthan.gov.in,140,"Temporary Accommodation, Food Distribution"
Surat,Gujarat,India,Surat Municipal Corporation Shelter,Municipal Shelter,Ring Road Area,21.1702,72.8311,+91-261-2424567,homeless@suratmunicipal.gov.in,110,"Night Shelter, Basic Amenities"
Lucknow,Uttar Pradesh,India,UP Homeless Mission Shelter,State Shelter,Gomti Nagar Extension,26.8467,80.9462,+91-522-2345678,mission@uphomeless.gov.in,200,"Shelter, Food, Skill Training"
Kanpur,Uttar Pradesh,India,Nagar Nigam Night Shelter,Municipal Shelter,Civil Lines,26.4499,80.3319,+91-512-2345123,shelter@kanpurnagar.gov.in,130,"Night Stay, Basic Healthcare"
Nagpur,Maharashtra,India,Matru Seva Sangh Shelter,NGO Shelter,Sitabuldi Area,21.1458,79.0882,+91-712-2345890,contact@matruseva.org,100,"Elderly Care, Food, Medical Aid"
Indore,Madhya Pradesh,India,MP Homeless Rehabilitation Center,State Shelter,Vijay Nagar,22.7196,75.8577,+91-731-2456789,shelter@mphomeless.gov.in,170,"Rehabilitation, Job Training, Healthcare"
Thane,Maharashtra,India,Thane Municipal Shelter,Municipal Shelter,Naupada Area,19.2183,72.9781,+91-22-25434567,shelter@thanecity.gov.in,85,"Emergency Shelter, Food Service"
Bhopal,Madhya Pradesh,India,Jan Seva Ashram,Religious Shelter,TT Nagar,23.2599,77.4126,+91-755-2567890,contact@jansevaashram.org,95,"Spiritual Care, Food, Basic Shelter"
Visakhapatnam,Andhra Pradesh,India,AP Social Welfare Shelter,State Shelter,MVP Colony,17.7231,83.3975,+91-891-2678901,welfare@apshelter.gov.in,125,"Family Shelter, Education, Healthcare"
Pimpri-Chinchwad,Maharashtra,India,PCMC Homeless Shelter,Municipal Shelter,Pimpri Station Road,18.6298,73.7997,+91-20-27898765,shelter@pcmcindia.gov.in,75,"Night Accommodation, Food"
Patna,Bihar,India,Bihar Homeless Mission,State Shelter,Boring Road,25.5941,85.1376,+91-612-2789012,mission@biharhomeless.gov.in,180,"Shelter, Food, Medical Care"
Vadodara,Gujarat,India,Vadodara Municipal Shelter,Municipal Shelter,Race Course Circle,22.3072,73.1812,+91-265-2890123,shelter@vmc.gov.in,105,"Night Shelter, Basic Amenities"
Agra,Uttar Pradesh,India,Agra Nagar Nigam Shelter,Municipal Shelter,Civil Lines,27.1767,78.0081,+91-562-2901234,shelter@agranagarnigam.gov.in,115,"Temporary Stay, Food Distribution"
Ludhiana,Punjab,India,Punjab Welfare Shelter,State Shelter,Civil Lines,30.9010,75.8573,+91-161-3012345,welfare@punjabshelter.gov.in,90,"Emergency Shelter, Rehabilitation"
Nashik,Maharashtra,India,Nashik Municipal Shelter,Municipal Shelter,Mumbai Naka,19.9975,73.7898,+91-253-3123456,shelter@nashikcorp.gov.in,110,"Night Stay, Healthcare"
Faridabad,Haryana,India,Haryana Homeless Initiative,State Shelter,Sector 12,28.4089,77.3178,+91-129-3234567,initiative@haryanahomeless.gov.in,95,"Family Accommodation, Job Training"
Rajkot,Gujarat,India,Rajkot Municipal Shelter,Municipal Shelter,University Road,22.3039,70.8022,+91-281-3345678,shelter@rmc.gov.in,80,"Basic Shelter, Food Service"
Meerut,Uttar Pradesh,India,Meerut Nagar Nigam Shelter,Municipal Shelter,Civil Lines,28.9845,77.7064,+91-121-3456789,shelter@merutnagar.gov.in,120,"Night Accommodation, Medical Aid"
Varanasi,Uttar Pradesh,India,Varanasi Municipal Shelter,Municipal Shelter,Cantonment Area,25.3176,82.9739,+91-542-3567890,shelter@varanasicity.gov.in,140,"Pilgrimage Shelter, Food, Healthcare"
Srinagar,Jammu and Kashmir,India,JK Homeless Welfare,State Shelter,Lal Chowk Area,34.0837,74.7973,+91-194-3678901,welfare@jkhomeless.gov.in,100,"Winter Shelter, Warm Clothing, Food"
Aurangabad,Maharashtra,India,Aurangabad Municipal Shelter,Municipal Shelter,CIDCO Area,19.8762,75.3433,+91-240-3789012,shelter@amcaurangabad.gov.in,85,"Night Stay, Basic Amenities"
Dhanbad,Jharkhand,India,Jharkhand Social Welfare Shelter,State Shelter,Bank More,23.7957,86.4304,+91-326-3890123,welfare@jharkhanshelter.gov.in,70,"Mining Worker Shelter, Healthcare"
Amritsar,Punjab,India,Golden Temple Langar Shelter,Religious Shelter,Golden Temple Complex,31.6340,74.8723,+91-183-3901234,langar@goldentempleshelter.org,300,"Free Food, Accommodation, Religious Services"
Allahabad,Uttar Pradesh,India,Prayagraj Municipal Shelter,Municipal Shelter,Civil Lines,25.4358,81.8463,+91-532-4012345,shelter@prayagrajcorp.gov.in,160,"Kumbh Shelter, Temporary Stay"
Howrah,West Bengal,India,Howrah Municipal Shelter,Municipal Shelter,Station Area,22.5958,88.2636,+91-33-4123456,shelter@howrahcorp.gov.in,90,"Railway Shelter, Food Distribution"
Ranchi,Jharkhand,India,Ranchi Municipal Shelter,Municipal Shelter,Main Road,23.3441,85.3096,+91-651-4234567,shelter@ranchimunicipal.gov.in,75,"Tribal Welfare Shelter, Healthcare"
Jabalpur,Madhya Pradesh,India,MP Tribal Welfare Shelter,State Shelter,Civil Lines,23.1815,79.9864,+91-761-4345678,tribal@mpshelter.gov.in,110,"Tribal Community Shelter, Education"
Coimbatore,Tamil Nadu,India,TN Municipal Shelter,Municipal Shelter,RS Puram,11.0168,76.9558,+91-422-4456789,shelter@coimbatorecorp.gov.in,95,"Industrial Worker Shelter, Skills Training"
Jodhpur,Rajasthan,India,Rajasthan Desert Shelter,State Shelter,Pal Road,26.2389,73.0243,+91-291-4567890,desert@rajasthanshelter.gov.in,105,"Desert Area Shelter, Water Facility"
Madurai,Tamil Nadu,India,Madurai Corporation Shelter,Municipal Shelter,Periyar Bus Stand,9.9252,78.1198,+91-452-4678901,shelter@maduraicorp.gov.in,130,"Temple City Shelter, Food Service"
Raipur,Madhya Pradesh,India,Chhattisgarh Homeless Mission,State Shelter,Civil Lines,21.2514,81.6296,+91-771-4789012,mission@chhomeless.gov.in,115,"State Capital Shelter, Rehabilitation"
Kota,Rajasthan,India,Kota Student Shelter,Educational Shelter,Vigyan Nagar,25.2138,75.8648,+91-744-4890123,student@kotashelter.org,200,"Student Accommodation, Educational Support"
Chandigarh,Chandigarh,India,UT Homeless Shelter,Union Territory Shelter,Sector 17,30.7333,76.7794,+91-172-4901234,shelter@chandigarhut.gov.in,120,"Modern Shelter Facility, Healthcare"
Guwahati,Assam,India,Assam Tribal Welfare Shelter,State Shelter,Fancy Bazaar,26.1445,91.7362,+91-361-5012345,tribal@assamwelfare.gov.in,85,"Northeast Tribal Shelter, Cultural Programs"
Salem,Tamil Nadu,India,Salem Corporation Shelter,Municipal Shelter,Junction Area,11.6643,78.1460,+91-427-5123456,shelter@salemcorp.gov.in,80,"Industrial City Shelter, Job Training"
Thiruvananthapuram,Kerala,India,Kerala State Shelter,State Shelter,Thampanoor,8.5241,76.9366,+91-471-5234567,shelter@keralastate.gov.in,100,"Coastal Shelter, Fishermen Support"
Bhubaneswar,Odisha,India,Odisha Capital Shelter,State Shelter,Master Canteen,20.2961,85.8245,+91-674-5345678,capital@odishashelter.gov.in,110,"Government Shelter, Administrative Support"
Mysore,Karnataka,India,Mysore Palace City Shelter,Municipal Shelter,KR Circle,12.2958,76.6394,+91-821-5456789,shelter@mysorecity.gov.in,90,"Heritage City Shelter, Tourism Support"
Bareilly,Uttar Pradesh,India,UP Rural Shelter,State Shelter,Civil Lines,28.3670,79.4304,+91-581-5567890,rural@upshelter.gov.in,125,"Rural Migration Shelter, Skills Training"
Aligarh,Uttar Pradesh,India,Aligarh Municipal Shelter,Municipal Shelter,University Area,27.8974,78.0880,+91-571-5678901,shelter@aligarhcorp.gov.in,105,"Educational City Shelter, Student Support"
Moradabad,Uttar Pradesh,India,UP Handicraft Shelter,State Shelter,Civil Lines,28.8386,78.7733,+91-591-5789012,handicraft@upshelter.gov.in,85,"Artisan Shelter, Craft Training"
Jalandhar,Punjab,India,Punjab Sports City Shelter,State Shelter,Model Town,31.3260,75.5762,+91-181-5890123,sports@punjabshelter.gov.in,95,"Sports Person Shelter, Training Facilities"
Tiruchirappalli,Tamil Nadu,India,Trichy Corporation Shelter,Municipal Shelter,Junction Area,10.7905,78.7047,+91-431-5901234,shelter@trichycorp.gov.in,115,"Central Tamil Nadu Shelter, Transport Hub"
Bikaneer,Rajasthan,India,Rajasthan Camel Shelter,Specialized Shelter,Kote Gate,28.0229,73.3119,+91-151-6012345,camel@rajasthanshelter.gov.in,60,"Desert Community Shelter, Animal Care"
Saharanpur,Uttar Pradesh,India,UP Furniture Hub Shelter,State Shelter,Court Road,29.9680,77.5552,+91-132-6123456,furniture@upshelter.gov.in,90,"Furniture Worker Shelter, Trade Training"
Gorakhpur,Uttar Pradesh,India,UP Eastern Shelter,State Shelter,Civil Lines,26.7606,83.3732,+91-551-6234567,eastern@upshelter.gov.in,140,"Eastern UP Shelter, Agricultural Support"
Bikaner,Rajasthan,India,Desert Heritage Shelter,Cultural Shelter,Old City,28.0229,73.3119,+91-151-6345678,heritage@rajasthanshelter.gov.in,75,"Cultural Heritage Shelter, Arts Training"
Ujjain,Madhya Pradesh,India,MP Religious Shelter,Religious Shelter,Mahakaleshwar Area,23.1765,75.7885,+91-734-6456789,religious@mpshelter.gov.in,180,"Pilgrimage Shelter, Religious Services"
Jamnagar,Gujarat,India,Gujarat Coastal Shelter,State Shelter,Bedi Bunder,22.4707,70.0577,+91-288-6567890,coastal@gujaratshelter.gov.in,70,"Coastal Community Shelter, Marine Support"
Bhilai,Chhattisgarh,India,Chhattisgarh Steel Shelter,Industrial Shelter,Steel Plant Area,21.1938,81.3509,+91-788-6678901,steel@chhattisgarshshelter.gov.in,130,"Steel Worker Shelter, Industrial Training"
Cuttak,Odisha,India,Odisha Silver City Shelter,State Shelter,Buxi Bazaar,20.4625,85.8828,+91-671-6789012,silver@odishashelter.gov.in,95,"Heritage Shelter, Craft Training"
Firozabad,Uttar Pradesh,India,UP Glass City Shelter,Industrial Shelter,Tundla Road,27.1592,78.3957,+91-561-6890123,glass@upshelter.gov.in,80,"Glass Worker Shelter, Industrial Training"
Kochi,Kerala,India,Kerala Port City Shelter,State Shelter,Marine Drive,9.9312,76.2673,+91-484-6901234,port@keralastate.gov.in,110,"Port Worker Shelter, Marine Training"
Bhavnagar,Gujarat,India,Gujarat Ship Building Shelter,Industrial Shelter,Alang Road,21.7645,72.1519,+91-278-7012345,shipbuilding@gujaratshelter.gov.in,85,"Shipyard Worker Shelter, Technical Training"
Dehradun,Uttarakhand,India,Uttarakhand Hill Station Shelter,State Shelter,Clock Tower,30.3165,78.0322,+91-135-7123456,hill@uttarakhanshelter.gov.in,100,"Mountain Community Shelter, Tourism Support"
Durgapur,West Bengal,India,WB Steel City Shelter,State Shelter,City Center,23.5204,87.3119,+91-343-7234567,steel@wbshelter.gov.in,90,"Industrial Shelter, Steel Worker Support"
Asansol,West Bengal,India,WB Coal Belt Shelter,State Shelter,GT Road,23.6739,86.9524,+91-341-7345678,coal@wbshelter.gov.in,105,"Coal Mining Shelter, Miner Support"
Kolhapur,Maharashtra,India,Maharashtra Sugar Belt Shelter,State Shelter,Station Road,16.7050,74.2433,+91-231-7456789,sugar@maharashtrashelter.gov.in,95,"Sugar Industry Shelter, Agricultural Support"
Ajmer,Rajasthan,India,Rajasthan Sufi Shelter,Religious Shelter,Dargah Road,26.4499,74.6399,+91-145-7567890,sufi@rajasthanshelter.gov.in,150,"Religious Pilgrimage Shelter, Spiritual Care"
Akola,Maharashtra,India,Maharashtra Cotton Shelter,Agricultural Shelter,Cotton Market,20.7002,77.0082,+91-724-7678901,cotton@maharashtrashelter.gov.in,75,"Cotton Farmer Shelter, Agricultural Training"
Gulbarga,Karnataka,India,Karnataka North Shelter,State Shelter,Station Road,17.3297,76.8343,+91-8472-7789012,north@karnatakastate.gov.in,110,"North Karnataka Shelter, Rural Development"
Jamshedpur,Jharkhand,India,Jharkhand Steel City Shelter,Industrial Shelter,Bistupur,22.8046,86.2029,+91-657-7890123,steelcity@jharkhanshelter.gov.in,140,"Steel City Shelter, Industrial Worker Support"
Ujjain,Madhya Pradesh,India,MP Kumbh Mela Shelter,Event Shelter,Triveni Area,23.1765,75.7885,+91-734-7901234,kumbh@mpshelter.gov.in,250,"Festival Shelter, Mass Accommodation"
Belgaum,Karnataka,India,Karnataka Border Shelter,State Shelter,Camp Area,15.8497,74.4977,+91-831-8012345,border@karnatakastate.gov.in,85,"Border Area Shelter, Inter-state Support"
Siliguri,West Bengal,India,WB Himalayan Foothills Shelter,State Shelter,Hill Cart Road,26.7271,88.3953,+91-353-8123456,himalayan@wbshelter.gov.in,90,"Foothill Community Shelter, Tea Garden Support"
Avadi,Tamil Nadu,India,TN Defense Shelter,Specialized Shelter,Defence Colony,13.1067,80.0975,+91-44-8234567,defence@tnshelter.gov.in,70,"Defense Personnel Family Shelter"
Rajpur Sonarpur,West Bengal,India,WB Suburban Shelter,Municipal Shelter,Sonarpur Station,22.4617,88.4314,+91-33-8345678,suburban@wbshelter.gov.in,60,"Suburban Community Shelter, Rail Commuter Support"
Vasai-Virar,Maharashtra,India,Maharashtra Suburban Shelter,Municipal Shelter,Vasai Road,19.4412,72.8397,+91-250-8456789,vasai@maharashtrashelter.gov.in,120,"Mumbai Suburban Shelter, Commuter Support"
Amravati,Maharashtra,India,Maharashtra Orange City Shelter,State Shelter,Cotton Market,20.9374,77.7796,+91-721-8567890,orange@maharashtrashelter.gov.in,100,"Orange Belt Shelter, Agricultural Support"
Nanded,Maharashtra,India,Maharashtra Sikh Shelter,Religious Shelter,Gurudwara Road,19.1383,77.2975,+91-2462-8678901,sikh@maharashtrashelter.gov.in,130,"Sikh Pilgrimage Shelter, Religious Services"
Kolkata,West Bengal,India,Mother Teresa Shelter,Charitable Shelter,Park Street Area,22.5626,88.3565,+91-33-8789012,motherteresa@kolkatashelter.org,200,"Charitable Care, Medical Support, Food Service"
Davangere,Karnataka,India,Karnataka Cotton Hub Shelter,Agricultural Shelter,PB Road,14.4644,75.9220,+91-8192-8890123,cottonhub@karnatakastate.gov.in,80,"Cotton Hub Shelter, Agricultural Training"
Kozhikode,Kerala,India,Kerala Spice Coast Shelter,State Shelter,Beach Road,11.2588,75.7804,+91-495-8901234,spice@keralastate.gov.in,95,"Spice Trade Shelter, Maritime Support"
Kurnool,Andhra Pradesh,India,AP Rayalaseema Shelter,State Shelter,Station Road,15.8281,78.0373,+91-8518-9012345,rayalaseema@apshelter.gov.in,105,"Rayalaseema Region Shelter, Drought Relief"
Bokaro,Jharkhand,India,Jharkhand Steel Town Shelter,Industrial Shelter,Sector 4,23.6693,85.9556,+91-6542-9123456,steeltown@jharkhanshelter.gov.in,115,"Steel Township Shelter, Planned City Support"
South Dumdum,West Bengal,India,WB Industrial Shelter,Municipal Shelter,Jessore Road,22.6133,88.3967,+91-33-9234567,industrial@wbshelter.gov.in,70,"Industrial Area Shelter, Factory Worker Support"
Bellary,Karnataka,India,Karnataka Mining Shelter,Industrial Shelter,Gandhi Nagar,15.1394,76.9214,+91-8392-9345678,mining@karnatakastate.gov.in,90,"Mining Community Shelter, Rehabilitation"
Parbhani,Maharashtra,India,Maharashtra Marathwada Shelter,State Shelter,Station Road,19.2608,76.7734,+91-2452-9456789,marathwada@maharashtrashelter.gov.in,85,"Marathwada Region Shelter, Drought Support"
Tumkur,Karnataka,India,Karnataka Education Hub Shelter,Educational Shelter,University Road,13.3379,77.1022,+91-816-9567890,education@karnatakastate.gov.in,100,"Education Hub Shelter, Student Accommodation"
Khammam,Telangana,India,Telangana Coal Belt Shelter,Industrial Shelter,Wyra Road,17.2473,80.1514,+91-8742-9678901,coalBelt@telanganastate.gov.in,95,"Coal Mining Shelter, Tribal Support"
Ozhukarai,Puducherry,India,Puducherry UT Shelter,Union Territory Shelter,ECR Road,11.9416,79.7865,+91-413-9789012,shelter@puducherry.gov.in,65,"Union Territory Shelter, Coastal Community"
Bihar Sharif,Bihar,India,Bihar Heritage Shelter,State Shelter,Nalanda Road,25.2073,85.5239,+91-6112-9890123,heritage@biharshelter.gov.in,110,"Heritage Site Shelter, Educational Tourism"
Panipat,Haryana,India,Haryana Textile Shelter,Industrial Shelter,GT Road,29.3909,76.9635,+91-180-9901234,textile@haryanashelter.gov.in,100,"Textile Hub Shelter, Handloom Support"
Darbhanga,Bihar,India,Bihar Mithila Shelter,Cultural Shelter,Station Road,26.1542,85.8918,+91-6272-0012345,mithila@biharshelter.gov.in,120,"Mithila Culture Shelter, Art Training"
Bally,West Bengal,India,WB Jute Mill Shelter,Industrial Shelter,GT Road,22.6522,88.3383,+91-33-0123456,jute@wbshelter.gov.in,80,"Jute Industry Shelter, Mill Worker Support"
Ambarnath,Maharashtra,India,Maharashtra MIDC Shelter,Industrial Shelter,MIDC Area,19.1941,73.1956,+91-251-0234567,midc@maharashtrashelter.gov.in,75,"Industrial Estate Shelter, Chemical Worker Support"
Muzaffarnagar,Uttar Pradesh,India,UP Sugar Belt Shelter,Industrial Shelter,Delhi Road,29.4727,77.7085,+91-131-0345678,sugarbelt@upshelter.gov.in,105,"Sugar Industry Shelter, Agricultural Processing"
Bhatpara,West Bengal,India,WB Paper Mill Shelter,Industrial Shelter,Jagaddal Road,22.6739,88.4023,+91-33-0456789,papermill@wbshelter.gov.in,70,"Paper Industry Shelter, Mill Worker Support"
Panvel,Maharashtra,India,Maharashtra CIDCO Shelter,Planned City Shelter,CIDCO Complex,19.0144,73.1175,+91-22-0567890,cidco@maharashtrashelter.gov.in,110,"Planned City Shelter, New Mumbai Support"
Karnal,Haryana,India,Haryana Rice Bowl Shelter,Agricultural Shelter,GT Road,29.6857,76.9905,+91-184-0678901,ricebowl@haryanashelter.gov.in,95,"Rice Belt Shelter, Agricultural Training"
Kishanganj,Bihar,India,Bihar Border Shelter,State Shelter,Station Road,26.1124,87.9486,+91-6424-0789012,border@biharshelter.gov.in,85,"Border Area Shelter, Cross-border Support"
Kadapa,Andhra Pradesh,India,AP Cuddapah Shelter,State Shelter,Bypass Road,14.4426,78.8242,+91-8562-0890123,cuddapah@apshelter.gov.in,100,"District Shelter, Administrative Support"
Ramagundam,Telangana,India,Telangana Coal Town Shelter,Industrial Shelter,NTPC Colony,18.4548,79.4738,+91-8734-0901234,coaltown@telanganastate.gov.in,90,"Coal Township Shelter, Power Plant Worker Support"
Jalgaon,Maharashtra,India,Maharashtra Banana Belt Shelter,Agricultural Shelter,Station Road,21.0077,75.5626,+91-257-1012345,banana@maharashtrashelter.gov.in,105,"Banana Belt Shelter, Fruit Processing Training"
Ambattur,Tamil Nadu,India,TN Industrial Shelter,Municipal Shelter,Industrial Estate,13.1143,80.1548,+91-44-1123456,industrial@tnshelter.gov.in,85,"Industrial Township Shelter, Manufacturing Support"
Bharatpur,Rajasthan,India,Rajasthan Bird Sanctuary Shelter,Eco Shelter,Keoladeo Road,27.2152,77.4919,+91-5644-1234567,bird@rajasthanshelter.gov.in,70,"Eco-tourism Shelter, Wildlife Conservation"
Begusarai,Bihar,India,Bihar Fertilizer Town Shelter,Industrial Shelter,Fertilizer Township,25.4180,86.1233,+91-6243-1345678,fertilizer@biharshelter.gov.in,95,"Fertilizer Plant Shelter, Chemical Worker Support"
New Delhi,Delhi,India,Capital City Night Shelter,Government Shelter,ISBT Kashmere Gate,28.6667,77.2167,+91-11-1456789,capital@delhishelter.gov.in,300,"Capital City Shelter, Transit Support, Government Services"
Hapur,Uttar Pradesh,India,UP Paper Mill Shelter,Industrial Shelter,Delhi Road,28.7294,77.7690,+91-122-1567890,papermill@upshelter.gov.in,80,"Paper Industry Shelter, Mill Worker Accommodation"
Purnia,Bihar,India,Bihar Koshi Shelter,State Shelter,Line Bazaar,25.7771,87.4753,+91-6454-1678901,koshi@biharshelter.gov.in,110,"River Valley Shelter, Flood Relief Support"
Satna,Madhya Pradesh,India,MP Cement City Shelter,Industrial Shelter,Rewa Road,24.5667,80.8333,+91-7672-1789012,cement@mpshelter.gov.in,90,"Cement Industry Shelter, Limestone Mining Support"
Mau,Uttar Pradesh,India,UP Poweroom Shelter,Industrial Shelter,Azamgarh Road,25.9417,83.5611,+91-547-1890123,poweroom@upshelter.gov.in,85,"Textile Weaving Shelter, Powerloom Training"
Cochin,Kerala,India,Kerala Naval Shelter,Defense Shelter,Naval Base,9.9312,76.2673,+91-484-1901234,naval@keralastate.gov.in,120,"Naval Personnel Shelter, Defense Family Support"
Tirunelveli,Tamil Nadu,India,TN Southern Shelter,State Shelter,Junction Area,8.7139,77.7567,+91-462-2012345,southern@tnshelter.gov.in,100,"South Tamil Nadu Shelter, Agricultural Support"
Sasaram,Bihar,India,Bihar Sher Shah Shelter,Heritage Shelter,GT Road,24.9530,84.0168,+91-6184-2123456,shershah@biharshelter.gov.in,90,"Historical Shelter, Heritage Tourism"
Erode,Tamil Nadu,India,TN Textile Hub Shelter,Industrial Shelter,Perundurai Road,11.3410,77.7172,+91-424-2234567,textilehub@tnshelter.gov.in,105,"Textile Manufacturing Shelter, Handloom Support"
Batala,Punjab,India,Punjab Sports Goods Shelter,Industrial Shelter,GT Road,31.8187,75.2061,+91-1871-2345678,sports@punjabshelter.gov.in,75,"Sports Goods Manufacturing Shelter, Industrial Training"
Pathankot,Punjab,India,Punjab Border Security Shelter,Defense Shelter,Cantonment Area,32.2746,75.6473,+91-186-2456789,border@punjabshelter.gov.in,85,"Border Security Shelter, Defense Personnel Support"
Patiala,Punjab,India,Punjab Royal City Shelter,State Shelter,Mall Road,30.3398,76.3869,+91-175-2567890,royal@punjabshelter.gov.in,110,"Royal Heritage Shelter, Cultural Tourism"
Bathinda,Punjab,India,Punjab Cotton Belt Shelter,Agricultural Shelter,Railway Station Road,30.2110,74.9455,+91-164-2678901,cotton@punjbathshelter.gov.in,95,"Cotton Farming Shelter, Agricultural Support"
Mohali,Punjab,India,Punjab IT City Shelter,Modern Shelter,IT City Phase 8,30.7046,76.7179,+91-172-2789012,itcity@punjabshelter.gov.in,130,"IT Professional Shelter, Tech Support"
Hoshiarpur,Punjab,India,Punjab Wood City Shelter,Industrial Shelter,Jalandhar Road,31.5338,75.9123,+91-1882-2890123,wood@punjabshelter.gov.in,80,"Wood Industry Shelter, Furniture Making Training"
